full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,trim,,,,
"Chakraborty, Joyram",Chakraborty,Joyram,https://scholar.google.com/citations?user=f2xPyYoAAAAJ&hl=en,298,7,7,6,Towson University  ,Associate,82,Assistant to Associate,*,,,,
"Davani, Darush",Davani,Darush,,,,,,Towson University  ,Full,82,,*,,,,
"Dehlinger, Josh",Dehlinger,Josh,https://scholar.google.com/citations?user=cT_f9fkAAAAJ&hl=en,876,15,23,19,Towson University  ,Full,82,Associate to Full,*,,,,
"Deng, Lin",Deng,Lin,https://scholar.google.com/citations?user=tWxBit8AAAAJ&hl=en&oi=sra,535,11,12,15,Towson University  ,Assistant,82,,*,,,,
"Dierbach, Charles",Dierbach,Charles,,,,,,Towson University  ,Associate,82,,*,,,,
"Feng, Heidi",Feng,Heidi,,,,,,Towson University  ,Full,82,,*,,,,
"Fouche, Sandro",Fouche,Sandro,https://scholar.google.com/citations?user=AYw675EAAAAJ&hl=en,242,6,5,0,Towson University  ,Assistant,82,Not listed,-,,,,
"Hammell, Robert",Hammell,Robert,,,,,,Towson University  ,Full,82,,*,,,,
"Hong, Sungchul",Hong,Sungchul,,,,,,Towson University  ,Associate,82,,*,,,,
"Hossain, Moinul",Hossain,Moinul,https://scholar.google.com/citations?hl=en&user=qQicLcMAAAAJ,79,6,2,2,Towson University  ,Assistant,82,New,*,,,,
"Karne, Ramesh",Karne,Ramesh,,,,,,Towson University  ,Full,82,,*,,,,
"Kaza, Siddharth",Kaza,Siddharth,https://scholar.google.com/citations?user=xj0-4yQAAAAJ&hl=en&oi=ao,1046,16,22,36,Towson University  ,Full,82,Associate to Full,*,,,,
"Kim, Yanggon",Kim,Yanggon,,,,,,Towson University  ,Full,82,,*,,,,
"Lazar, Jonathan",Lazar,Jonathan,https://scholar.google.com/citations?user=CDpfbBsAAAAJ&hl=en,8319,40,92,171,Towson University  ,Full,82,Not listed,-,,,,
"Liao, Weixian",Liao,Weixian,https://scholar.google.com/citations?hl=en&user=cqwOuaEAAAAJ,373,11,13,15,Towson University  ,Assistant,82,New,*,,,,
"Loksa, Dastyni",Loksa,Dastyni,https://scholar.google.com/citations?hl=en&user=J7RyxcoAAAAJ,274,8,7,4,Towson University  ,Assistant,82,New,*,,,,
"Lu, Chao",Lu,Chao,,,,,,Towson University  ,Full,82,,*,,,,
"McGuire, Michael",McGuire,Michael,,,,,,Towson University  ,Associate,82,,*,,,,
"Meiselwitz, Gabriele",Meiselwitz,Gabriele,,,,,,Towson University  ,Full,82,,*,,,,
"Nguyen, Nam",Nguyen,Nam,https://scholar.google.com/citations?user=aJcBWkgAAAAJ&hl=en,1408,15,19,46,Towson University  ,Associate,82,Assistant to Associate,*,,,,
"O'Leary, Mike",O'Leary,Mike,https://scholar.google.com/citations?user=GFenUwUAAAAJ&hl=en,491,12,15,13,Towson University  ,Full,82,,*,,,,
"Saeedloei, Neda",Saeedloei,Neda,,,,,,Towson University  ,Assistant,82,New,*,,,,
"Song, Yeong-Tae",Song,Yeong-Tae,,,,,,Towson University  ,Full,82,Associate to Full,*,,,,
"Tang, Katherine",Tang,Katherine,,,,,,Towson University  ,Associate,82,Assistant to Associate,*,,,,
"Taylor, Blair",Taylor,Blair,,,,,,Towson University  ,Associate,82,Clinical Associate Professor,-,,,,
"Tessler, Chuck",Tessler,Chuck,,,,,,Towson University  ,Assistant,82,New,*,,,,
"Wang, Kathy",Wang,Kathy,,,,,,Towson University  ,Associate,82,,*,,,,
"Wijesinha, Alexander",Wijesinha,Alexander,,,,,,Towson University  ,Full,82,,*,,,,
"Yu, Wei",Yu,Wei,https://scholar.google.com/citations?user=jLWO9-0AAAAJ&hl=en,,,,,Towson University  ,Full,82,Associate to Full,*,,,,
"Zimand, Marius",Zimand,Marius,https://scholar.google.com/citations?user=_7Mz5cQAAAAJ&hl=en,656,16,25,19,Towson University  ,Full,82,,*,,,,
"Chang, Remco",Chang,Remco,https://scholar.google.com/citations?user=Q29WmWwAAAAJ&hl=en&oi=ao,4085,34,60,129,Tufts University  ,Associate,83,,*,,,,
"Couch, Alva",Couch,Alva,https://scholar.google.com/citations?user=7oJoP0IAAAAJ&hl=en&oi=ao,1177,18,31,34,Tufts University  ,Associate,83,,*,,,,
"Cowen, Lenore",Cowen,Lenore,https://scholar.google.com/citations?user=TarR6_8AAAAJ&hl=en&oi=ao,3241,28,49,88,Tufts University  ,Full,83,,*,,,,
"de Ruiter, Jan P.",de Ruiter,Jan,https://scholar.google.com/citations?user=DuXdQFkAAAAJ&hl=en&oi=sra,4785,31,53,105,Tufts University  ,Full,83,,*,,,,
"Dogar, Fahad",Dogar,Fahad,https://scholar.google.com/citations?user=KPjFQ4AAAAAJ&hl=en&oi=ao,1329,12,14,24,Tufts University  ,Associate,83,Assistant to Associate,*,,,,
"Fisher, Kathleen",Fisher,Kathleen,https://scholar.google.com/citations?user=8mi-oYYAAAAJ&hl=en&oi=ao,3059,28,49,77,Tufts University  ,Full,83,,*,,,,
"Foster, Jeffrey",Foster,Jeffrey,https://scholar.google.com/citations?hl=en&user=QWPwfsgAAAAJ,8349,42,77,270,Tufts University  ,Full,83,New,*,,,,
"Guyer, Samuel",Guyer,Samuel,https://scholar.google.com/citations?user=3X9nW80AAAAJ&hl=en&oi=ao,4003,23,29,86,Tufts University  ,Associate,83,,*,,,,
"Hassoun, Soha",Hassoun,Soha,https://scholar.google.com/citations?user=tR5MNfkAAAAJ&hl=en&oi=ao,2594,24,37,61,Tufts University  ,Full,83,,*,,,,
"Huang, Bert",Huang,Bert,https://scholar.google.com/citations?hl=en&user=TrqegZIAAAAJ,3365,28,49,116,Tufts University  ,Assistant,83,New,*,,,,
"Hughes, Michael",Hughes,Michael,https://scholar.google.com/citations?hl=en&user=ugSmcnoAAAAJ,837,12,15,21,Tufts University  ,Assistant ,83,New,*,,,,
"Jacob, Rober J. K.",Jacob,Rober J. K.,https://scholar.google.com/citations?user=FWjqglcAAAAJ&hl=en&oi=ao,14738,52,106,353,Tufts University  ,Full,83,,*,,,,
"Khardon, Roni",Khardon,Roni,https://scholar.google.com/citations?user=ymCi4oEAAAAJ&hl=en&oi=ao,2720,28,54,73,Tufts University  ,Full,83,Not listed,-,,,,
Susan Landau,Landau,Susan,,,,,,Tufts University  ,Full,83,,*,,,,
Liping Liu,Liu,Liping,https://scholar.google.com/citations?user=aFaGunAAAAAJ&hl=en&oi=ao,329,8,8,6,Tufts University  ,Assistant ,83,,*,,,,
"Patra, Abani ",Patra,Abani ,https://scholar.google.com/citations?hl=en&user=J1dycZQAAAAJ,4126,32,73,76,Tufts University  ,Full,83,New,*,,,,
"Ramsey, Norman",Ramsey,Norman,https://scholar.google.com/citations?user=7QTGa98AAAAJ&hl=en&oi=ao,2473,24,47,78,Tufts University  ,Associate,83,,*,,,,
"Sambasivan, Raja",Sambasivan,Raja,https://scholar.google.com/citations?hl=en&user=Eaw_ahIAAAAJ,975,13,15,23,Tufts University  ,Assistant,83,New,*,,,,
"Scheutz, Matthias",Scheutz,Matthias,https://scholar.google.com/citations?hl=en&user=5yT3GScAAAAJ,8179,47,181,120,Tufts University  ,Full,83,,*,,,,
"Schaertl, Elaine Short",Schaertl,Elaine ,https://scholar.google.com/citations?hl=en&user=J1awhoMAAAAJ,511,10,10,11,Tufts University  ,Assistant,83,New,*,,,,
Jivko Sinapov,Sinapov,Jivko,https://scholar.google.com/citations?user=-mHoWKEAAAAJ&hl=en,1747,23,41,62,Tufts University  ,Assistant,83,,*,,,,
"Slonim, Donna",Slonim,Donna,https://scholar.google.com/citations?user=i3pEsbgAAAAJ&hl=en&oi=ao,27461,35,58,290,Tufts University  ,Full,83,,*,,,,
"Souvaine, Diane",Souvaine,Diane,https://scholar.google.com/citations?user=QTRDjTUAAAAJ&hl=en&oi=ao,2003,26,45,58,Tufts University  ,Full,83,,*,,,,
"Atrey, Pradeep",Atrey,Pradeep,https://scholar.google.com/citations?user=2s3sftgAAAAJ&hl=en&oi=ao,3321,27,60,57,University at Albany - SUNY  ,Associate,84,,*,,,,
"Berg, George",Berg,George,,,,,,University at Albany - SUNY  ,Associate,84,Not listed,-,,,,
"Bloniarz, Peter",Bloniarz,Peter,,,,,,University at Albany - SUNY  ,Associate,84,,*,,,,
"Bogdanov, Petko",Bogdanov,Petko,https://scholar.google.com/citations?user=UBpC3u0AAAAJ&hl=en&oi=ao,1236,16,21,27,University at Albany - SUNY  ,Associate,84,Assistant to Associate,*,,,,
"Chelmis, Charalampos",Chelmis,Charalampos,https://scholar.google.com/citations?user=-NTZR-kAAAAJ&hl=en,868,16,29,24,University at Albany - SUNY  ,Assistant,84,,*,,,,
"Chang, Ming-Ching",Chang,Ming-Ching,https://scholar.google.com/citations?hl=en&user=a3-Gl8YAAAAJ,3169,25,36,66,University at Albany - SUNY  ,Assistant,84,New,*,,,,
"Chen, Mei-Hwa",Chen,Mei-Hwa,https://scholar.google.com/citations?user=P1s523UAAAAJ&hl=en&oi=ao,3044,27,51,72,University at Albany - SUNY  ,Assistant,84,,*,,,,
"Chen, Feng",Chen,Feng,https://scholar.google.com/citations?user=KOQ-SSYAAAAJ&hl=en,2207,22,47,55,University at Albany - SUNY  ,Assistant,84,Not listed,-,,,,
"Ekenna, Chinwe",Ekenna,Chinwe,https://scholar.google.com/citations?user=NzCRi2EAAAAJ&hl=en,116,6,3,4,University at Albany - SUNY  ,Assistant,84,,*,,,,
"Hwang, Jeong-Hyon",Hwang,Jeong-Hyon,https://scholar.google.com/citations?user=uurRDOwAAAAJ&hl=en&oi=ao,3927,21,26,72,University at Albany - SUNY  ,Associate,84,,*,,,,
"Lyu, Siwei",Lyu,Siwei,https://scholar.google.com/citations?user=wefAEM4AAAAJ&hl=en&oi=ao,8753,43,82,188,University at Albany - SUNY  ,Associate,84,Not listed,-,,,,
"Magner, Abram",Magner,Abram,,,,,,University at Albany - SUNY  ,Assistant,84,New,*,,,,
"Masoumzadeh, Amirreza",Masoumzadeh,Amirreza,https://scholar.google.com/citations?user=Ld-xtdcAAAAJ&hl=en&oi=ao,476,13,14,16,University at Albany - SUNY  ,Assistant,84,,*,,,,
"Narendran, Paliath",Narendran,Paliath,,,,,,University at Albany - SUNY  ,Full,84,,*,,,,
"Namgoong, Won",Namgoong,Won,NaN,,,44,37,University at Albany - SUNY  ,Full,84,New,*,,,,
"Sahebi, Shaghayegh",Sahebi,Shaghayegh,https://scholar.google.com/citations?user=qxHat3oAAAAJ&hl=en&oi=ao,492,11,11,16,University at Albany - SUNY  ,Assistant,84,,*,,,,
"Willard, Dan",Willard,Dan,,,,,,University at Albany - SUNY  ,Full,84,Not listed,-,,,,
"Zheleva, Mariya",Zheleva,Mariya,https://scholar.google.com/citations?user=eEqTPcwAAAAJ&hl=en&oi=ao,310,9,9,9,University at Albany - SUNY  ,Assistant,84,,*,,,,
Tomek Strzalkowski,Strzalkowski,Tomek,,,,,,University at Albany - SUNY  ,Full,84,Not listed,*,,,,
Junsong Yuan,Yuan,Junsong ,https://scholar.google.com/citations?user=fJ7seq0AAAAJ&hl=en,14921,58,192,267,University at Buffalo - SUNY  ,Associate,85,Not listed,-,,,,
Maria Blanton ,Blanton,Maria ,https://scholar.google.com/citations?user=JaM1iKMAAAAJ&hl=en&oi=sra,4775,32,49,99,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,* ,,,,
"Chandola, Varun",Chandola,Varun,https://scholar.google.com/citations?user=07Z4HAQAAAAJ&hl=en&oi=ao,12211,21,29,59,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Chaudhary, Vipin",Chaudhary,Vipin,https://scholar.google.com/citations?user=vJbjqpIAAAAJ&hl=en,4959,36,99,86,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Chen, Chang Wen",Chen,Chang Wen,https://scholar.google.com/citations?hl=en&user=w2HXPUUAAAAJ,10005,46,211,141,University at Buffalo - SUNY  ,Full,85,,*,,,,
Changyou Chen,Chen,Changyou,https://scholar.google.com/citations?user=LtEcKBcAAAAJ&hl=en&oi=sra,2482,29,51,70,University at Buffalo - SUNY  ,Assistant,85,,*,,,,
"Chomicki, Jan",Chomicki,Jan,https://scholar.google.com/citations?user=twwFv3QAAAAJ&hl=en&oi=ao,8355,45,73,170,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Dantu, Karthik",Dantu,Karthik,https://scholar.google.com/citations?user=aOO2tOwAAAAJ&hl=en&oi=ao,2146,17,22,35,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Decker, Adrienne ",Decker,Adrienne ,,,,,,University at Buffalo - SUNY  ,Assistant,85,Adjunct Assistant in dep of CS and Eng,-,,,,
"Demirbas, Murat",Demirbas,Murat,https://scholar.google.com/citations?user=plv0rRQAAAAJ&hl=en&oi=ao,6211,36,65,127,University at Buffalo - SUNY  ,Full,85,Associate to Full,*,,,,
"Doermann, David",Doermann,David,https://scholar.google.com/citations?user=RoGOW9AAAAAJ&hl=en&oi=ao,16788,65,213,275,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Dong, Wen",Dong,Wen,https://scholar.google.com/citations?user=sp2np4oAAAAJ&hl=en,825,14,20,24,University at Buffalo - SUNY  ,Assistant,85,,*,,,,
"Gao, Jing",Gao,Jing,https://scholar.google.com/citations?user=Ftj1h4cAAAAJ&hl=en,10516,53,124,231,University at Buffalo - SUNY  ,Associate,85,New,*,,,,
Mingchen Gao,Gao,Mingchen,https://scholar.google.com/citations?user=1KUHms8AAAAJ&hl=en&oi=ao,3676,13,17,24,University at Buffalo - SUNY  ,Assistant,85,,*,,,,
"Govindaraju, Venugopal",Govindaraju,Venugopal,https://scholar.google.com/citations?user=ruIgbscAAAAJ&hl=en&oi=sra,15190,64,249,224,University at Buffalo - SUNY  ,Full,85,,*,,,,
"He, Xin (Roger)",He,Xin (Roger),https://scholar.google.com/citations?user=Bfnved8AAAAJ&hl=en&oi=sra,2421,25,52,68,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Jayaraman, Bharat",Jayaraman,Bharat,https://scholar.google.com/citations?user=MwIL3roAAAAJ&hl=en&oi=ao,1965,24,55,51,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Jin, Zhanpeng",Jin,Zhanpeng,https://scholar.google.com/citations?user=4EPE1s4AAAAJ&hl=en,2279,22,43,58,University at Buffalo - SUNY  ,Associate,85,,*,,,,
"Joseph, Kenneth",Joseph,Kenneth,https://scholar.google.com/citations?hl=en&user=TNS6P14AAAAJ,1237,14,18,28,University at Buffalo - SUNY  ,Assistant,85,New,*,,,,
"Kennedy, Oliver",Kennedy,Oliver,https://scholar.google.com/citations?user=9Q9tiCsAAAAJ&hl=en&oi=ao,590,13,16,20,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Knepley, Matthew",Knepley,Matthew ,https://scholar.google.com/citations?user=MtzzT2MAAAAJ&hl=en,9569,25,51,72,University at Buffalo - SUNY  ,Associate,85,,*,,,,
"Ko, Steven",Ko,Steven,https://scholar.google.com/citations?user=SsRxrX4AAAAJ&hl=en,1763,21,28,71,University at Buffalo - SUNY  ,Assistant,85,,*,,,,
"Kosar, Tevfik",Kosar,Tevfik,https://scholar.google.com/citations?user=fUBhhRAAAAAJ&hl=en&oi=ao,2604,30,54,44,University at Buffalo - SUNY  ,Full,85,Associate to Full,*,,,,
"Koutsonikolas, Dimitrios",Koutsonikolas,Dimitrios,https://scholar.google.com/citations?user=o3ol4ZcAAAAJ&hl=en&oi=ao,3151,28,55,91,University at Buffalo - SUNY  ,Associate,85,Adjunct,-,,,,
"Li, Shi",Li,Shi,https://scholar.google.com/citations?user=11tt6p4AAAAJ&hl=en,1233,18,24,46,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Lyu, Siwei",Lyu,Siwei,https://scholar.google.com/citations?hl=en&user=wefAEM4AAAAJ,8753,43,82,188,University at Buffalo - SUNY  ,Full,85,New,*,,,,
"Markatou, Marianthi",Markatou,Marianthi,,,,,,University at Buffalo - SUNY  ,Full,85,Adjunct Professor,-,,,,
"Mi, Xianghang (Scott)",Mi,Xianghang,https://scholar.google.com/citations?hl=en&user=6duSrM8AAAAJ,305,10,10,10,University at Buffalo - SUNY  ,Assistant,85,New,*,,,,
"Miller, Russ",Miller,Russ,https://scholar.google.com/citations?user=WxCwDn8AAAAJ&hl=en,1113,19,29,34,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Napp, Nils",Napp,Nils,https://scholar.google.com/citations?user=P-6kCNMAAAAJ&hl=en&oi=ao,748,15,21,26,University at Buffalo - SUNY  ,Assistant,85,Adjunct,-,,,,
"Qiao, Chunming ",Qiao,Chunming ,https://scholar.google.com/citations?hl=en&user=uqLD3qYAAAAJ,24278,74,294,375,University at Buffalo - SUNY  ,Full,85,New,*,,,,
"Ratha, Nalini",Ratha,Nalini,https://scholar.google.com/citations?user=mIPd9DkAAAAJ&hl=en,14922,52,118,332,University at Buffalo - SUNY  ,Full,85,New,*,,,,
"Regan, Ken",Regan,Ken,https://scholar.google.com/citations?hl=en&user=8nk9k5oAAAAJ,1231,19,34,37,University at Buffalo - SUNY  ,Associate,,New,*,,,,
"Rudra, Atri",Rudra,Atri,https://scholar.google.com/citations?user=_e5H8IoAAAAJ&hl=en&oi=ao,3218,30,59,86,University at Buffalo - SUNY  ,Full,85,Associate to Full,*,,,,
"Sariyuce, A. Ederm ",Sariyuce ,E. ,https://scholar.google.com/citations?user=sK4Ck6gAAAAJ&hl=en,869,15,22,36,University at Buffalo - SUNY  ,Assistant,85,,*,,,,
"Smith, Barry ",Smith,Berry,https://scholar.google.com/citations?hl=en&user=icGNWj4AAAAJ&view_op=list_works&pagesize=84,37754,94,379,485,University at Buffalo - SUNY  ,Full,85,Affiliate Professor,-,,,,
Ramalingan Sridhar,Sridhar,Ramalingan,https://scholar.google.com/citations?user=xKC_LZ8AAAAJ&hl=en&oi=ao,1958,25,54,40,University at Buffalo - SUNY  ,Associate,85,,*,,,,
"Srihari, Rohini K.",Srihari,Rohini K.,https://scholar.google.com/citations?user=Uttu9kkAAAAJ&hl=en&oi=sra,6665,39,86,172,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Srihari, Sargur N.",Srihari,Sargur N.,https://scholar.google.com/citations?user=tC7MXlwAAAAJ&hl=en,21325,67,239,276,University at Buffalo - SUNY  ,Full,85,,*,,,,
"Su, Lu",Su,Lu,https://scholar.google.com/citations?user=38RuCN4AAAAJ&hl=en,4373,37,81,123,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Sun, Yijun",Sun,Yijun,https://scholar.google.com/citations?user=nB79_yQAAAAJ&hl=en,6080,37,85,169,University at Buffalo - SUNY  ,Associate,85,Adjunct Assistant in dep of CS and Eng,-,,,,
"Sun, Zhi",Sun,Zhi,,,,,,University at Buffalo - SUNY  ,Associate,85,Adjunct Associate in dep of CS and Eng,-,,,,
"Tripathi, Satish",Tripathi,Satish,https://scholar.google.com/citations?hl=en&user=sEWn3i8AAAAJ,10005,46,122,185,University at Buffalo - SUNY  ,Full,85,New,*,,,,
"Upadhyaya, Sambhu",Upadhyaya,Sambhu,https://scholar.google.com/citations?user=9XFx3VMAAAAJ&hl=en&oi=ao,6438,37,128,116,University at Buffalo - SUNY  ,Full,85,Associate to Full,*,,,,
"Wang, Weihang",Wang,Weihang,https://scholar.google.com/citations?hl=en&user=MkPz_FoAAAAJ,564,9,8,7,University at Buffalo - SUNY  ,Assistant,85,New,*,,,,
"Xu, Jinhui",Xu,Jinhui,NaN,,,89,96,University at Buffalo - SUNY  ,Full,,New,*,,,,
"Xu, Wenyao",Xu,Wenyao,https://scholar.google.com/citations?user=dvvN6qsAAAAJ&hl=en&oi=ao,3835,32,96,83,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Yuan, Junsong",Yuan,Junsong,https://scholar.google.com/citations?hl=en&user=fJ7seq0AAAAJ,14921,58,192,267,University at Buffalo - SUNY  ,Associate,85,New,*,,,,
"Zhao, Ziming",Zhao,Ziming,https://scholar.google.com/citations?hl=en&user=l6M4h_YAAAAJ,1828,21,33,57,University at Buffalo - SUNY  ,Assistant,85,New,*,,,,
"Zhang, Aidong",Zhang,Aidong,https://scholar.google.com/citations?user=O8XxkE4AAAAJ&hl=en&oi=ao,15292,50,327,175,University at Buffalo - SUNY  ,Full,85,,-,,,,
"Ziarek, Lukasz (Luke) ",Ziarek,Lukasz ,https://scholar.google.com/citations?user=hKkEZ7oAAAAJ&hl=en&oi=sra,1093,18,30,32,University at Buffalo - SUNY  ,Associate,85,New,*,,,,
"Zola, Jaroslaw (Jaric)",Zola,Jaroslaw (Jaric),https://scholar.google.com/citations?user=bbfF1OwAAAAJ&hl=en&oi=ao,1147,14,22,21,University at Buffalo - SUNY  ,Associate,85,Assistant to Associate,*,,,,
"Anderson, Monica",Anderson,Monica,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Atkison, Travis",Atkison,Travis,,,,,,University of Alabama  ,Assistant,86,,*,,,,
"Borie, Richard",Borie,Richard,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Brown, David",Brown,David,,,,,,University of Alabama  ,Full,86,,*,,,,
"Carver, Jeffrey",Carver,Jeffrey,https://scholar.google.com/citations?user=qGe7nJ0AAAAJ&hl=en&oi=ao,5925,37,112,155,University of Alabama  ,Full,86,,*,,,,
"Cordes, David",Cordes,David,,,,,,University of Alabama  ,Full,86,Retired,-,,,,
Chris S. Crawford,Crawford,Chris S.,https://scholar.google.com/citations?user=3V9Nf8QAAAAJ&hl=en,84,5,1,4,University of Alabama  ,Assistant,86,,*,,,,
"Dixon, Brandon",Dixon,Brandon,https://scholar.google.com/citations?hl=en&user=reKX1gcAAAAJ,893,16,22,29,University of Alabama  ,Associate,86,,*,,,,
"Gong, Jiaqi (Jackey)",Gong,Jiaqi ,https://scholar.google.com/citations?user=FbwuQlUAAAAJ&hl=en&oi=sra,390,12,15,14,University of Alabama  ,Associate,86,New,*,,,,
"Gray, Jeff",Gray,Jeff,https://scholar.google.com/citations?user=83an8lYAAAAJ&hl=en&oi=ao,6172,41,124,111,University of Alabama  ,Full,86,,*,,,,
"Hong, Xiaoyan",Hong,Xiaoyan,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Jiang, Zhe",Jiang,Zhe,https://scholar.google.com/citations?user=R7xPuT8AAAAJ&hl=en,590,13,15,22,University of Alabama  ,Assistant,86,,*,,,,
"Lusth, John",Lusth,John,,,,,,University of Alabama  ,Associate,86,Retired,-,,,,
Aibek Musaev,Musaev,Aibek,https://scholar.google.com/citations?user=cQPdjdgAAAAJ&hl=en,251,8,6,7,University of Alabama  ,Assistant,86,Not listed,-,,,,
"Parrish, Allen ",Parrish,Allen ,https://scholar.google.com/citations?hl=en&user=bXTLw2MAAAAJ,933,15,23,26,University of Alabama  ,Full,86,New,*,,,,
"Smith, Randy",Smith,Randy,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Vrbsky, Susan",Vrbsky,Susan,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Xiao, Yang",Xiao,Yang,https://scholar.google.com/citations?user=HSxTENAAAAAJ,22897,75,313,468,University of Alabama  ,Full,86,,*,,,,
"Zhang, Alex",Zhang,Alex,,,,,,University of Alabama  ,Associate,86,,*,,,,
"Bangalore, Purushotham",Bangalore,Purushotham,https://scholar.google.com/citations?hl=en&user=h4u53GsAAAAJ,975,16,36,22,University of Alabama - Birmingham  ,Full,87,,*,,,,
Jeremy Blackburn,Blackburn,Jeremy,https://scholar.google.com/citations?user=oO1GPO8AAAAJ&hl=en,3097,28,45,108,University of Alabama - Birmingham  ,Assistant,87,Not listed,-,,,,
"Gilray, Thomas",Gilray,Thomas,https://scholar.google.com/citations?hl=en&user=0rjE8o4AAAAJ,229,7,6,5,University of Alabama - Birmingham  ,Assistant,87,New,*,,,,
"Hasan, Ragib",Hasan,Ragib,https://scholar.google.com/citations?user=2R1w6xwAAAAJ&hl=en&oi=ao,3373,27,67,75,University of Alabama - Birmingham  ,Associate,87,,*,,,,
"Johnstone, John",Johnstone,John,,,,,,University of Alabama - Birmingham  ,Associate,87,,*,,,,
"Kumar, Sidharth",Kumar,Sidharth,https://scholar.google.com/citations?hl=en&user=TDHtzHcAAAAJ,260,9,8,7,University of Alabama - Birmingham  ,Assistant,87,New,*,,,,
